Lease,Time (Days),Choke Size,Gas Volume (MMscf),Oil Volume (stb),Water Volume  (stb),Gas Lift Inj Volume  (MMscf),Casing Pressure  (psi(a)),Tubing Pressure  (psi(a)),Active Pressure  (psi(a)),Line Pressure  (psi(a)),Pressure Source ,Calculated Sandface Pressure  (psi(a))
OSPREY,1,,0.145,504.39,718,,2064.695943,14.695943,2064.695943,14.695943,Casing Pressure,5050.159793
OSPREY,2,,0.186,564.76,922,,1989.695943,14.695943,1989.695943,14.695943,Casing Pressure,5009.599839
OSPREY,3,,0.231,653.51,753,,1864.695943,14.695943,1864.695943,14.695943,Casing Pressure,4795.991972
OSPREY,4,,0.268,740.71,700,,1814.695943,14.695943,1814.695943,14.695943,Casing Pressure,4696.626023
OSPREY,5,,0.261,678.06,530,,1714.695943,14.695943,1714.695943,14.695943,Casing Pressure,4546.990059
OSPREY,6,,0.329,789.29,580,,2064.695943,14.695943,2064.695943,14.695943,Casing Pressure,4885.840869
OSPREY,7,,0.303,915.05,700,,1284.695943,14.695943,1284.695943,14.695943,Casing Pressure,4106.257575
OSPREY,8,,0.26,797.53,590,,1184.695943,14.695943,1184.695943,14.695943,Casing Pressure,3994.167632
OSPREY,9,,0.252,777.06,530,,1064.695943,14.695943,1064.695943,14.695943,Casing Pressure,3852.784965
OSPREY,10,,0.236,710.58,429,,994.695943,14.695943,994.695943,14.695943,Casing Pressure,3753.505491
OSPREY,11,,0.223,675.5,380,,914.695943,14.695943,914.695943,14.695943,Casing Pressure,3657.539551
OSPREY,12,,0.21,635.51,343,,854.695943,14.695943,854.695943,14.695943,Casing Pressure,3588.629665
OSPREY,13,,0.237,705.49,360,,724.695943,14.695943,724.695943,14.695943,Casing Pressure,3444.763107
OSPREY,14,,0.208,638.78,332,,664.695943,14.695943,664.695943,14.695943,Casing Pressure,3387.844555
OSPREY,15,,0.247,735.32,392,,504.695943,14.695943,504.695943,14.695943,Casing Pressure,3202.601618
OSPREY,16,,0.204,634.31,338,,454.695943,14.695943,454.695943,14.695943,Casing Pressure,3162.156168
OSPREY,17,,0.281,818.35,455,,254.695943,14.695943,254.695943,14.695943,Casing Pressure,2833.145946
OSPREY,18,,0.233,692.73,406,,214.695943,14.695943,214.695943,14.695943,Casing Pressure,2805.959021
OSPREY,19,,0.22,642.89,340,,174.695943,14.695943,174.695943,14.695943,Casing Pressure,2743.051652
OSPREY,20,,0.211,604.32,302,,154.695943,14.695943,154.695943,14.695943,Casing Pressure,2721.721559
OSPREY,21,,0.178,543.23,245,,149.695943,14.695943,149.695943,14.695943,Casing Pressure,2760.789064
OSPREY,22,,0.185,562.47,232,,134.695943,14.695943,134.695943,14.695943,Casing Pressure,2709.676417
OSPREY,23,,0.175,518.79,205,,134.695943,14.695943,134.695943,14.695943,Casing Pressure,2724.552898
OSPREY,24,,0.162,489.92,180,,119.695943,14.695943,119.695943,14.695943,Casing Pressure,2707.97154
OSPREY,25,,0.17,504.6,167,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2673.936807
OSPREY,26,,0.116,443.19,140,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2730.900294
OSPREY,27,,0.14,352.2,127,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2730.634734
OSPREY,28,,0.142,520.73,123,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2665.211056
OSPREY,29,,0.122,410.53,105,,109.695943,14.695943,109.695943,14.695943,Casing Pressure,2691.687054
OSPREY,30,,0.13,403.06,100,,109.695943,14.695943,109.695943,14.695943,Casing Pressure,2680.771929
OSPREY,31,,0.126,410.56,98,,109.695943,14.695943,109.695943,14.695943,Casing Pressure,2679.678991
OSPREY,32,,0.126,372.02,87,,109.695943,14.695943,109.695943,14.695943,Casing Pressure,2678.004142
OSPREY,33,,0.128,304.49,85,,109.695943,14.695943,109.695943,14.695943,Casing Pressure,2697.20608
OSPREY,34,,0.124,380.22,105,,104.695943,14.695943,104.695943,14.695943,Casing Pressure,2692.804623
OSPREY,35,,0.114,357.2,81,,104.695943,14.695943,104.695943,14.695943,Casing Pressure,2677.812614
OSPREY,36,,0.117,367.99,70,,109.695943,14.695943,109.695943,14.695943,Casing Pressure,2663.011841
OSPREY,37,,0.108,338.42,64,,99.695943,14.695943,99.695943,14.695943,Casing Pressure,2655.496661
OSPREY,38,,0.11,340.51,63,,99.695943,14.695943,99.695943,14.695943,Casing Pressure,2651.511968
OSPREY,39,,0.114,349.73,62,,104.695943,14.695943,104.695943,14.695943,Casing Pressure,2651.142702
OSPREY,40,,0.068,219.03,32,,84.695943,14.695943,84.695943,14.695943,Casing Pressure,2637.663102
OSPREY,41,,0.014,126.09,25,,84.695943,14.695943,84.695943,14.695943,Casing Pressure,2692.073117
OSPREY,42,,0.177,540.74,92,,134.695943,14.695943,134.695943,14.695943,Casing Pressure,2628.221291
OSPREY,43,,0.174,469.96,60,,184.695943,14.695943,184.695943,14.695943,Casing Pressure,2684.431454
OSPREY,44,,0.11,329.23,51,,94.695943,14.695943,94.695943,14.695943,Casing Pressure,2626.756381
OSPREY,45,,0.098,291.09,52,,94.695943,14.695943,94.695943,14.695943,Casing Pressure,2649.718527
OSPREY,46,,0.109,314.63,55,,94.695943,14.695943,94.695943,14.695943,Casing Pressure,2638.635066
OSPREY,47,,0.102,243.21,48,,94.695943,14.695943,94.695943,14.695943,Casing Pressure,2653.034566
OSPREY,48,,0.088,241.01,43,,84.695943,14.695943,84.695943,14.695943,Casing Pressure,2640.774032
OSPREY,49,,0,38.38,1,,214.695943,14.695943,214.695943,14.695943,Casing Pressure,2696.182949
OSPREY,50,,0.04,125.16,22,,164.695943,14.695943,164.695943,14.695943,Casing Pressure,2751.427276
OSPREY,51,,0.222,549.71,78,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2521.373262
OSPREY,52,,0.1,352.18,43,,104.695943,14.695943,104.695943,14.695943,Casing Pressure,2630.080719
OSPREY,53,,0.039,48.84,2,,69.695943,14.695943,69.695943,14.695943,Casing Pressure,2496.55
OSPREY,54,,0,206.86,0,,49.695943,14.695943,49.695943,14.695943,Casing Pressure,2528.267134
OSPREY,55,,0.083,343.83,43,,164.695943,14.695943,164.695943,14.695943,Casing Pressure,2708.815278
OSPREY,56,,0.116,354.27,32,,134.695943,14.695943,134.695943,14.695943,Casing Pressure,2637.9112
OSPREY,57,,0.102,301.28,32,,134.695943,14.695943,134.695943,14.695943,Casing Pressure,2656.219362
OSPREY,58,,0.094,281.73,26,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2626.917247
OSPREY,59,,0.079,241.13,23,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2637.180813
OSPREY,60,,0.088,261.23,27,,124.695943,14.695943,124.695943,14.695943,Casing Pressure,2649.705972
OSPREY,61,,0.079,243.69,23,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2636.650653
OSPREY,62,,0.081,248.88,25,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2639.5617
OSPREY,63,,0,0,0,,14.695943,14.695943,14.695943,14.695943,Casing Pressure,18.55217507
OSPREY,64,,0.027333333,76.92,71,,94.695943,134.695943,94.695943,14.695943,Casing Pressure,2974.34957
OSPREY,65,,0.027333333,76.92,71,,84.695943,134.695943,84.695943,14.695943,Casing Pressure,651.0259663
OSPREY,66,,0.027333333,76.92,71,,84.695943,134.695943,84.695943,14.695943,Casing Pressure,651.0259663
OSPREY,67,,0.176,493.65,105,,84.695943,124.695943,84.695943,14.695943,Casing Pressure,619.3247041
OSPREY,68,,0.117,425.98,83,,89.695943,194.695943,89.695943,14.695943,Casing Pressure,630.6847028
OSPREY,69,,0.144,412.29,57,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,622.1956249
OSPREY,70,,0.138,386.49,65,,114.695943,234.695943,114.695943,14.695943,Casing Pressure,659.4206838
OSPREY,71,,0.135,368.66,77,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,626.0585212
OSPREY,72,,0.002,345.16,60,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,628.5400511
OSPREY,73,,0.073,338.44,87,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,630.1394212
OSPREY,74,,0.112,330.47,92,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,630.0489291
OSPREY,75,,0.111,339.3,82,,54.695943,174.695943,54.695943,14.695943,Casing Pressure,593.661229
OSPREY,76,,0.102,292.15,64,,54.695943,174.695943,54.695943,14.695943,Casing Pressure,594.8529935
OSPREY,77,,0,279.6,85,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,633.3273594
OSPREY,78,,0,271.86,75,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,632.3456944
OSPREY,79,,0.099,278.7,68,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,631.0534548
OSPREY,80,,0.108,260.4,58,,84.695943,194.695943,84.695943,14.695943,Casing Pressure,630.9889419
OSPREY,81,,0.116,290.42,62,,84.695943,194.695943,84.695943,14.695943,Casing Pressure,629.5255308
OSPREY,82,,0.112,260.38,56,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,630.9456182
OSPREY,83,,0.106,257.01,78,,84.695943,194.695943,84.695943,14.695943,Casing Pressure,633.3799501
OSPREY,84,,0.098,247.42,83,,89.695943,224.695943,89.695943,14.695943,Casing Pressure,640.513837
OSPREY,85,,0.097,244.75,85,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,635.0995106
OSPREY,86,,0.103,246.45,72,,84.695943,194.695943,84.695943,14.695943,Casing Pressure,633.5038863
OSPREY,87,,0.106,239.42,72,,104.695943,234.695943,104.695943,14.695943,Casing Pressure,657.2911562
OSPREY,88,,0.107,253.98,57,,84.695943,84.695943,84.695943,14.695943,Casing Pressure,631.3141904
OSPREY,89,,0.108,238.71,52,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,632.0668676
OSPREY,90,,0.025,26.74,7,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,641.2698065
OSPREY,91,,0.067,245.3,28,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,627.1935802
OSPREY,92,,0.101,335.5,7,,89.695943,214.695943,89.695943,14.695943,Casing Pressure,626.9984305
OSPREY,93,,0.091,251.99,17,,89.695943,214.695943,89.695943,14.695943,Casing Pressure,631.321381
OSPREY,94,,0.081,213.52,127,,84.695943,184.695943,84.695943,14.695943,Casing Pressure,641.7789408
OSPREY,95,,0.136,241.22,47,,84.695943,134.695943,84.695943,14.695943,Casing Pressure,634.0172405
OSPREY,96,,0.107,222.37,47,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,632.9891839
OSPREY,97,,0.088,137.1,34,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,639.6055362
OSPREY,98,,0.071,205.46,38,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,631.280798
OSPREY,99,,0.106,277.19,42,,84.695943,174.695943,84.695943,14.695943,Casing Pressure,627.9943273
OSPREY,100,,0.11,232.47,40,,114.695943,194.695943,114.695943,14.695943,Casing Pressure,665.5384491
OSPREY,101,,0.11,220.14,43,,134.695943,184.695943,134.695943,14.695943,Casing Pressure,690.0013347
OSPREY,102,,0.115,221.84,38,,84.695943,194.695943,84.695943,14.695943,Casing Pressure,632.8833986
OSPREY,103,,0.122,216.95,37,,84.695943,204.695943,84.695943,14.695943,Casing Pressure,634.0728101
OSPREY,104,,0.111,209.93,37,,84.695943,189.695943,84.695943,14.695943,Casing Pressure,633.5633626
OSPREY,105,,0.106,208.59,34,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,632.6050887
OSPREY,106,,0.123,240.4,38,,84.695943,234.695943,84.695943,14.695943,Casing Pressure,631.8492947
OSPREY,107,,0.092,185.64,47,,84.695943,184.695943,84.695943,14.695943,Casing Pressure,635.2212372
OSPREY,108,,0.08,213.25,33,,84.695943,184.695943,84.695943,14.695943,Casing Pressure,630.1316084
OSPREY,109,,0.093,180.24,28,,84.695943,194.695943,84.695943,14.695943,Casing Pressure,632.939085
OSPREY,110,,0.102,211.1,33,,84.695943,204.695943,84.695943,14.695943,Casing Pressure,631.5958622
OSPREY,111,,0.092,190.29,28,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,631.5723403
OSPREY,112,,0.101,201.11,32,,89.695943,214.695943,89.695943,14.695943,Casing Pressure,638.0509195
OSPREY,113,,0.09,185.33,25,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,631.2721661
OSPREY,114,,0.101,202.01,30,,84.695943,184.695943,84.695943,14.695943,Casing Pressure,631.9956351
OSPREY,115,,0.09,178.15,25,,84.695943,194.695943,84.695943,14.695943,Casing Pressure,632.1088254
OSPREY,116,,0.099,212.85,32,,74.695943,74.695943,74.695943,14.695943,Casing Pressure,619.5338904
OSPREY,117,,0.09,166.95,30,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,634.5205893
OSPREY,118,,0.021,31.82,5,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,635.6488443
OSPREY,119,,0.045,181.9,10,,84.695943,184.695943,84.695943,14.695943,Casing Pressure,625.1287116
OSPREY,120,,0.079,225.28,20,,84.695943,184.695943,84.695943,14.695943,Casing Pressure,627.0899016
OSPREY,121,,0.076,166.4,22,,84.695943,184.695943,84.695943,14.695943,Casing Pressure,630.9501924
OSPREY,122,,0.07,198.58,20,,84.695943,184.695943,84.695943,14.695943,Casing Pressure,628.2113951
OSPREY,123,,0.073,187.31,25,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,630.0547388
OSPREY,124,,0.087,215.83,25,,99.695943,164.695943,99.695943,14.695943,Casing Pressure,646.025775
OSPREY,125,,0.08,191.61,23,,89.695943,164.695943,89.695943,14.695943,Casing Pressure,635.3430408
OSPREY,126,,0.087,183.63,23,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,630.6462788
OSPREY,127,,0.072,155.29,22,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,631.6523507
OSPREY,128,,0.088,203.59,22,,94.695943,164.695943,94.695943,14.695943,Casing Pressure,640.3802459
OSPREY,129,,0.082,170.16,22,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,631.1614053
OSPREY,130,,0.069,171.99,18,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,629.3238398
OSPREY,131,,0.065,168.6,18,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,629.3642067
OSPREY,132,,0.067,175.23,20,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,629.5021372
OSPREY,133,,0.06,146.85,15,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,629.8198159
OSPREY,134,,0.059,178.21,20,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,628.9013221
OSPREY,135,,0.058,146.86,20,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,631.0977109
OSPREY,136,,0.058,196.92,23,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,628.3682802
OSPREY,137,,0.061,160.19,15,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,628.93824
OSPREY,138,,0.067,170.3,15,,104.695943,164.695943,104.695943,14.695943,Casing Pressure,651.6637447
OSPREY,139,,0.064,151.86,17,,94.695943,154.695943,94.695943,14.695943,Casing Pressure,641.7554844
OSPREY,140,,0.076,180.3,18,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,629.0581206
OSPREY,141,,0.056,148.52,15,,84.695943,174.695943,84.695943,14.695943,Casing Pressure,629.4385416
OSPREY,142,,0.067,161.45,17,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,629.6925207
OSPREY,143,,0.057,146.03,15,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,629.6903281
OSPREY,144,,0.064,168.13,15,,89.695943,144.695943,89.695943,14.695943,Casing Pressure,634.3485579
OSPREY,145,,0.059,163.57,20,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,629.8836799
OSPREY,146,,0.076,184.39,17,,84.695943,144.695943,84.695943,14.695943,Casing Pressure,628.5781963
OSPREY,147,,0.058,144.46,15,,94.695943,164.695943,94.695943,14.695943,Casing Pressure,641.3878672
OSPREY,148,,0.071,170.22,17,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,629.277746
OSPREY,149,,0.06,98.6,38,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,641.8935151
OSPREY,150,,0.062,180.25,0,,84.695943,144.695943,84.695943,14.695943,Casing Pressure,623.8429469
OSPREY,151,,0.052,143.51,5,,104.695943,164.695943,104.695943,14.695943,Casing Pressure,649.3705664
OSPREY,152,,0.071,190.48,16,,94.695943,134.695943,94.695943,14.695943,Casing Pressure,639.3637682
OSPREY,153,,0.05,120.16,12,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,630.1482091
OSPREY,154,,0.079,190.28,23,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,629.6245099
OSPREY,155,,0.046,105.92,8,,89.695943,144.695943,89.695943,14.695943,Casing Pressure,635.0744064
OSPREY,156,,0.077,195.38,18,,94.695943,154.695943,94.695943,14.695943,Casing Pressure,639.7443795
OSPREY,157,,0.06,131.42,10,,94.695943,144.695943,94.695943,14.695943,Casing Pressure,640.8389355
OSPREY,158,,0.066,164.08,13,,84.695943,144.695943,84.695943,14.695943,Casing Pressure,628.4174196
OSPREY,159,,0.059,114.83,13,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,631.5043638
OSPREY,160,,0.07,162.7,13,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.6908487
OSPREY,161,,0.07,160.32,15,,94.695943,154.695943,94.695943,14.695943,Casing Pressure,640.9075415
OSPREY,162,,0.057,150.25,18,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,630.2175933
OSPREY,163,,0.041,97.62,13,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,631.8049963
OSPREY,164,,0.056,191.9,13,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,626.2946494
OSPREY,165,,0.051,107.71,12,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,631.2170639
OSPREY,166,,0.053,150.6,13,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,628.496821
OSPREY,167,,0.05,136.84,15,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,629.8817919
OSPREY,168,,0.064,0,13,,94.695943,164.695943,94.695943,14.695943,Casing Pressure,741.9737361
OSPREY,169,,0.071,124.75,13,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,632.518908
OSPREY,170,,0.073,0,13,,89.695943,114.695943,89.695943,14.695943,Casing Pressure,722.872651
OSPREY,171,,0.056,131.92,13,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,630.0736826
OSPREY,172,,0.069,166.88,13,,14.695943,14.695943,14.695943,14.695943,Casing Pressure,548.4661827
OSPREY,173,,0.044,98.52,12,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,631.5478895
OSPREY,174,,0.012,30.04,2,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,629.7664095
OSPREY,175,,0.032,130.16,45,,89.695943,114.695943,89.695943,14.695943,Casing Pressure,642.2475353
OSPREY,176,,0.057,178.64,8,,89.695943,114.695943,89.695943,14.695943,Casing Pressure,631.5297747
OSPREY,177,,0.049,146.87,10,,84.695943,124.695943,84.695943,14.695943,Casing Pressure,627.5177049
OSPREY,178,,0.049,145.19,8,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,626.9946701
OSPREY,179,,0.049,140.18,10,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,627.9669933
OSPREY,180,,0.053,152.69,12,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.0655692
OSPREY,181,,0.038,103.46,7,,89.695943,124.695943,89.695943,14.695943,Casing Pressure,634.0584411
OSPREY,182,,0.055,163.57,10,,84.695943,124.695943,84.695943,14.695943,Casing Pressure,626.9754088
OSPREY,183,,0.04,116.82,12,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,629.4958456
OSPREY,184,,0.052,154.36,12,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,627.8795204
OSPREY,185,,0.04,113.53,8,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.1854939
OSPREY,186,,0.056,159.78,12,,84.695943,124.695943,84.695943,14.695943,Casing Pressure,627.8301182
OSPREY,187,,0.049,131.51,12,,79.695943,114.695943,79.695943,14.695943,Casing Pressure,623.4975633
OSPREY,188,,0.047,143.51,12,,84.695943,134.695943,84.695943,14.695943,Casing Pressure,628.1823447
OSPREY,189,,0.048,106.8,8,,84.695943,124.695943,84.695943,14.695943,Casing Pressure,629.4036697
OSPREY,190,,0.05,126.06,8,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.2590954
OSPREY,191,,0.049,138.13,12,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.7551559
OSPREY,192,,0.043,118.49,8,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.1420485
OSPREY,193,,0.049,130.22,12,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,629.3409854
OSPREY,194,,0.053,141.85,12,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.8107453
OSPREY,195,,0.044,115.15,12,,84.695943,124.695943,84.695943,14.695943,Casing Pressure,630.0426751
OSPREY,196,,0.05,135.23,8,,99.695943,114.695943,99.695943,14.695943,Casing Pressure,644.9714456
OSPREY,197,,0.048,115.52,8,,84.695943,124.695943,84.695943,14.695943,Casing Pressure,628.7830058
OSPREY,198,,0.048,131.01,10,,84.695943,134.695943,84.695943,14.695943,Casing Pressure,628.5099997
OSPREY,199,,0.049,125.18,10,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.9792493
OSPREY,200,,0.045,123.4,10,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.7569286
OSPREY,201,,0.05,125.69,10,,99.695943,114.695943,99.695943,14.695943,Casing Pressure,646.2973145
OSPREY,202,,0.056,150.61,12,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,616.9208548
OSPREY,203,,0.046,116.89,10,,79.695943,114.695943,79.695943,14.695943,Casing Pressure,623.5632318
OSPREY,204,,0.048,114.72,7,,79.695943,114.695943,79.695943,14.695943,Casing Pressure,622.6740087
OSPREY,205,,0.05,122.23,12,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,618.487971
OSPREY,206,,0.045,126.9,12,,84.695943,104.695943,84.695943,14.695943,Casing Pressure,629.2273408
OSPREY,207,,0.05,154.94,12,,79.695943,104.695943,79.695943,14.695943,Casing Pressure,621.9301669
OSPREY,208,,0.037,98.45,7,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.6080498
OSPREY,209,,0.047,120.14,8,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,616.8932327
OSPREY,210,,0.057,125.19,12,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,618.7388394
OSPREY,211,,0.043,111.8,5,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,615.8445891
OSPREY,212,,0.05,130.91,12,,74.695943,104.695943,74.695943,14.695943,Casing Pressure,617.8735942
OSPREY,213,,0.036,90.09,3,,79.695943,114.695943,79.695943,14.695943,Casing Pressure,621.3741513
OSPREY,214,,0.045,116.82,9,,79.695943,114.695943,79.695943,14.695943,Casing Pressure,623.090586
OSPREY,215,,0.039,110.14,7,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,616.4162512
OSPREY,216,,0.045,108.48,7,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,617.1092652
OSPREY,217,,0.041,110.27,7,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,616.6174179
OSPREY,218,,0.045,120.86,8,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,616.6744607
OSPREY,219,,0.035,106.92,5,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,615.2877347
OSPREY,220,,0.037,118.07,5,,74.695943,104.695943,74.695943,14.695943,Casing Pressure,614.799368
OSPREY,221,,0.04,119.39,17,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,619.574687
OSPREY,222,,0.037,114.74,0,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,612.8230843
OSPREY,223,,0.037,111.81,10,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,617.2917249
OSPREY,224,,0.039,127.29,5,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,614.4951278
OSPREY,225,,0.035,105.13,3,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,614.4822024
OSPREY,226,,0.042,133.57,12,,74.695943,74.695943,74.695943,14.695943,Casing Pressure,616.9194555
OSPREY,227,,0.032,95.67,7,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,616.716507
OSPREY,228,,0.01,17.11,1,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,620.1886089
OSPREY,229,,0.031,125.15,0,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,611.4128914
OSPREY,230,,0.037,120.15,7,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,615.4690294
OSPREY,231,,0.037,128.17,3,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,613.412933
OSPREY,232,,0.034,118.48,5,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,614.358728
OSPREY,233,,0.036,118.49,7,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,615.4518087
OSPREY,234,,0.04,125.99,8,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,615.8301001
OSPREY,235,,0.034,105.66,5,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,615.2429026
OSPREY,236,,0.038,25.04,7,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,634.8677372
OSPREY,237,,0.03,96.79,5,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,615.3304491
OSPREY,238,,0.034,118.58,10,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,616.3324614
OSPREY,239,,0.036,110.26,10,,134.695943,144.695943,134.695943,14.695943,Casing Pressure,686.3778954
OSPREY,240,,0.026,43.35,93,,164.695943,144.695943,164.695943,14.695943,Casing Pressure,758.1098335
OSPREY,241,,0,1.67,0,,184.695943,144.695943,184.695943,14.695943,Casing Pressure,736.5870477
OSPREY,242,,0,0,0,,54.695943,114.695943,54.695943,14.695943,Casing Pressure,585.7615961
OSPREY,243,,0,0,0,,49.695943,104.695943,49.695943,14.695943,Casing Pressure,579.9776292
OSPREY,244,,0.001,3.34,198,,74.695943,104.695943,74.695943,14.695943,Casing Pressure,668.1537512
OSPREY,245,,0.001,0,150,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,767.3593529
OSPREY,246,,0.001,0,147,,74.695943,84.695943,74.695943,14.695943,Casing Pressure,767.3673892
OSPREY,247,,0.028,55.07,90,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,648.9435114
OSPREY,248,,0.043,90.2,70,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,638.1249056
OSPREY,249,,0.052,98.46,58,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,634.8315965
OSPREY,250,,0.046,91.78,42,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,631.6662999
OSPREY,251,,0.04,101.79,48,,74.695943,104.695943,74.695943,14.695943,Casing Pressure,630.9406466
OSPREY,252,,0.04,111.1,37,,74.695943,104.695943,74.695943,14.695943,Casing Pressure,626.6580057
OSPREY,253,,0.035,104.29,33,,74.695943,104.695943,74.695943,14.695943,Casing Pressure,625.9102266
OSPREY,254,,0.036,108.47,28,,74.695943,104.695943,74.695943,14.695943,Casing Pressure,623.9281708
OSPREY,255,,0.042,119.81,28,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,623.2162252
OSPREY,256,,0.04,111.81,4,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,615.1098809
