Lease,Time (Days),Choke Size,Gas Volume (MMscf),Oil Volume (stb),Water Volume  (stb),Gas Lift Inj Volume  (MMscf),Casing Pressure  (psi(a)),Tubing Pressure  (psi(a)),Active Pressure  (psi(a)),Line Pressure  (psi(a)),Pressure Source ,Calculated Sandface Pressure  (psi(a))
OSPREY,484,,0.034,61.75,7,,84.695943,104.695943,84.695943,14.695943,Casing Pressure,632.40526
OSPREY,485,,0.045,60.07,2,,84.695943,104.695943,84.695943,14.695943,Casing Pressure,631.8013379
OSPREY,486,,0.043,68.01,3,,84.695943,104.695943,84.695943,14.695943,Casing Pressure,629.9097286
OSPREY,487,,0.041,67.25,3,,84.695943,104.695943,84.695943,14.695943,Casing Pressure,629.5404324
OSPREY,488,,0.034,62.17,5,,84.695943,104.695943,84.695943,14.695943,Casing Pressure,630.8977555
OSPREY,489,,0.03,57.57,5,,84.695943,104.695943,84.695943,14.695943,Casing Pressure,631.1216247
OSPREY,490,,0.034,65.09,5,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,630.528945
OSPREY,491,,0.033,60.07,5,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,631.0818777
OSPREY,492,,0.034,66.85,5,,84.695943,104.695943,84.695943,14.695943,Casing Pressure,630.3156055
OSPREY,493,,0.029,65.15,0,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,626.1733355
OSPREY,494,,0.028,59.24,8,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,627.0814494
OSPREY,495,,0.035,56.74,3,,79.695943,114.695943,79.695943,14.695943,Casing Pressure,624.3081476
OSPREY,496,,0.034,68.42,5,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,624.3755455
OSPREY,497,,0.033,53.4,3,,84.695943,104.695943,84.695943,14.695943,Casing Pressure,630.299929
OSPREY,498,,0.036,50.06,3,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,626.0963346
OSPREY,499,,0.034,60.17,3,,84.695943,104.695943,84.695943,14.695943,Casing Pressure,629.5860156
OSPREY,500,,0.042,61.75,3,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,630.9414422
OSPREY,501,,0.038,60.08,5,,114.695943,114.695943,114.695943,14.695943,Casing Pressure,666.1190488
OSPREY,502,,0.033,61.74,5,,104.695943,104.695943,104.695943,14.695943,Casing Pressure,653.9089734
OSPREY,503,,0.032,61.75,3,,84.695943,104.695943,84.695943,14.695943,Casing Pressure,629.2191462
OSPREY,504,,0.033,85.1,7,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,623.630974
OSPREY,505,,0.033,61.01,8,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,627.364625
OSPREY,506,,0.016,63.42,5,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,621.4259945
OSPREY,507,,0,66.75,5,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,618.1401216
OSPREY,508,,0.031,48.4,2,,84.695943,104.695943,84.695943,14.695943,Casing Pressure,629.7929065
OSPREY,509,,0.033,63.41,3,,79.695943,104.695943,79.695943,14.695943,Casing Pressure,623.3856485
OSPREY,510,,0.034,58.4,3,,79.695943,104.695943,79.695943,14.695943,Casing Pressure,624.0259733
OSPREY,511,,0.029,66.85,5,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,629.7268163
OSPREY,512,,0.027,56.24,0,,79.695943,84.695943,79.695943,14.695943,Casing Pressure,620.8633166
OSPREY,513,,0.024,65.08,0,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,619.6386302
OSPREY,514,,0.024,48.39,0,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,621.14994
OSPREY,515,,0.028,66.75,0,,79.695943,104.695943,79.695943,14.695943,Casing Pressure,620.1690432
OSPREY,516,,0.024,65.08,0,,79.695943,104.695943,79.695943,14.695943,Casing Pressure,619.6386302
OSPREY,517,,0.028,58.41,5,,84.695943,104.695943,84.695943,14.695943,Casing Pressure,630.7494596
OSPREY,518,,0.025,65.08,7,,84.695943,104.695943,84.695943,14.695943,Casing Pressure,630.6989599
OSPREY,519,,0.028,53.4,5,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,631.5360961
OSPREY,520,,0.024,48.4,5,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,631.8759427
OSPREY,521,,0.027,70.16,7,,14.695943,14.695943,14.695943,14.695943,Casing Pressure,550.0388967
OSPREY,522,,0.027,63.43,3,,14.695943,14.695943,14.695943,14.695943,Casing Pressure,548.1221775
OSPREY,523,,0.027,52.99,3,,14.695943,14.695943,14.695943,14.695943,Casing Pressure,549.3650807
OSPREY,524,,0.033,66.75,5,,14.695943,14.695943,14.695943,14.695943,Casing Pressure,549.8516295
OSPREY,525,,0.024,58.41,5,,14.695943,14.695943,14.695943,14.695943,Casing Pressure,549.8580422
OSPREY,526,,0.024,60.07,0,,14.695943,14.695943,14.695943,14.695943,Casing Pressure,545.6046427
OSPREY,527,,0.024,54.33,0,,14.695943,14.695943,14.695943,14.695943,Casing Pressure,546.0784514
OSPREY,528,,0.026,63.42,0,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,625.8700985
OSPREY,529,,0.03,55.07,0,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,627.0647224
OSPREY,530,,0.031,58.41,0,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,626.9123638
OSPREY,531,,0.031,61.33,0,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,626.6959685
OSPREY,532,,0.031,65.08,0,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,626.4248512
OSPREY,533,,0.027,56.01,5,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,630.9821007
OSPREY,534,,0.028,65.08,5,,84.695943,104.695943,84.695943,14.695943,Casing Pressure,629.8137922
OSPREY,535,,0.028,48.39,7,,84.695943,84.695943,84.695943,14.695943,Casing Pressure,634.186188
OSPREY,536,,0.027,61.33,7,,84.695943,84.695943,84.695943,14.695943,Casing Pressure,631.6298859
OSPREY,537,,0.027,51.73,3,,84.695943,84.695943,84.695943,14.695943,Casing Pressure,629.9014776
OSPREY,538,,0.028,66.76,3,,84.695943,84.695943,84.695943,14.695943,Casing Pressure,628.1738572
OSPREY,539,,0.031,53.46,5,,84.695943,84.695943,84.695943,14.695943,Casing Pressure,631.8602083
OSPREY,540,,0.028,68.44,3,,84.695943,84.695943,84.695943,14.695943,Casing Pressure,627.9931108
OSPREY,541,,0.031,51.73,5,,84.695943,84.695943,84.695943,14.695943,Casing Pressure,632.1419224
OSPREY,542,,0.03,60.07,7,,84.695943,84.695943,84.695943,14.695943,Casing Pressure,632.2405934
OSPREY,543,,0,53.4,0,,84.695943,84.695943,84.695943,14.695943,Casing Pressure,620.1018145
OSPREY,544,,0.031,60.08,3,,84.695943,84.695943,84.695943,14.695943,Casing Pressure,629.3016278
OSPREY,545,,0.028,55.12,3,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,629.5634206
OSPREY,546,,0.025,58.48,5,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,630.2889551
OSPREY,547,,0.026,70.49,5,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,628.7980893
OSPREY,548,,0.032,51.73,5,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,632.2352476
OSPREY,549,,0.032,25.03,38,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,663.759619
OSPREY,550,,0.032,70.09,0,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,626.1925498
OSPREY,551,,0.028,53.4,0,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,626.9776119
OSPREY,552,,0.029,68.11,0,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,625.9546557
OSPREY,553,,0.028,55.11,0,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,626.8350631
OSPREY,554,,0.025,71.76,0,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,625.026593
OSPREY,555,,0.035,45.47,0,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,629.9405252
OSPREY,556,,0.028,58.41,0,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,626.5655221
OSPREY,557,,0.028,61.74,0,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,626.3006013
OSPREY,558,,0.025,65.08,0,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,625.5642161
OSPREY,559,,0.026,49.22,10,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,636.1513721
OSPREY,560,,0.025,60.08,3,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,628.485843
OSPREY,561,,0.026,55.07,3,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,629.3003082
OSPREY,562,,0.025,53.4,15,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,638.3200034
OSPREY,563,,0.024,55.07,3,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,628.9841787
OSPREY,564,,0.024,61.01,5,,84.695943,94.695943,84.695943,14.695943,Casing Pressure,629.7258743
OSPREY,565,,0.028,57.57,0,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,626.6334552
OSPREY,566,,0.028,58.41,8,,79.695943,114.695943,79.695943,14.695943,Casing Pressure,627.2302382
OSPREY,567,,0.024,55.06,7,,79.695943,104.695943,79.695943,14.695943,Casing Pressure,626.5005976
OSPREY,568,,0.024,56.74,3,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,623.0062651
OSPREY,569,,0.025,53.4,0,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,620.8286994
OSPREY,570,,0.024,55.15,3,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,623.2254874
OSPREY,571,,0.024,56.74,3,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,623.0062651
OSPREY,572,,0.024,57.98,5,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,624.445968
OSPREY,573,,0.028,52.97,3,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,624.0974774
OSPREY,574,,0.024,55.07,3,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,623.2366835
OSPREY,575,,0.024,56.74,3,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,623.0062651
OSPREY,576,,0.012,26.37,5,,64.695943,214.695943,64.695943,14.695943,Casing Pressure,612.7258221
OSPREY,577,,0,0,0,,64.695943,194.695943,64.695943,14.695943,Casing Pressure,606.839282
OSPREY,578,,0,0,0,,64.695943,194.695943,64.695943,14.695943,Casing Pressure,606.839282
OSPREY,579,,0,0,0,,64.695943,214.695943,64.695943,14.695943,Casing Pressure,606.839282
OSPREY,580,,0,0,0,,64.695943,214.695943,64.695943,14.695943,Casing Pressure,606.839282
OSPREY,581,,0.002,53.4,0,,64.695943,214.695943,64.695943,14.695943,Casing Pressure,596.9274675
OSPREY,582,,0.02,106.8,0,,64.695943,214.695943,64.695943,14.695943,Casing Pressure,598.2528044
OSPREY,583,,0.028,83.44,8,,64.695943,164.695943,64.695943,14.695943,Casing Pressure,606.3855031
OSPREY,584,,0.031,80.21,5,,64.695943,164.695943,64.695943,14.695943,Casing Pressure,605.5198933
OSPREY,585,,0.031,60.06,2,,64.695943,164.695943,64.695943,14.695943,Casing Pressure,605.4784378
OSPREY,586,,0.024,50.06,5,,64.695943,164.695943,64.695943,14.695943,Casing Pressure,608.5640632
OSPREY,587,,0.024,103.47,2,,64.695943,164.695943,64.695943,14.695943,Casing Pressure,600.6504833
OSPREY,588,,0.028,60.07,3,,64.695943,164.695943,64.695943,14.695943,Casing Pressure,605.9504442
OSPREY,589,,0.028,64.67,3,,64.695943,164.695943,64.695943,14.695943,Casing Pressure,605.4244341
OSPREY,590,,0.028,61.74,3,,64.695943,164.695943,64.695943,14.695943,Casing Pressure,605.7550525
OSPREY,591,,0.027,60.08,2,,64.695943,164.695943,64.695943,14.695943,Casing Pressure,604.9998163
OSPREY,592,,0.023,56.73,7,,64.695943,164.695943,64.695943,14.695943,Casing Pressure,608.7709175
OSPREY,593,,0.023,56.42,2,,64.695943,194.695943,64.695943,14.695943,Casing Pressure,604.787234
OSPREY,594,,0.024,60.51,5,,64.695943,144.695943,64.695943,14.695943,Casing Pressure,606.8315297
OSPREY,595,,0.024,80.1,5,,64.695943,144.695943,64.695943,14.695943,Casing Pressure,604.3315923
OSPREY,596,,0.024,43.39,5,,64.695943,144.695943,64.695943,14.695943,Casing Pressure,609.9070061
OSPREY,597,,0.023,48.39,13,,64.695943,144.695943,64.695943,14.695943,Casing Pressure,615.0601484
OSPREY,598,,0.023,53.4,18,,64.695943,214.695943,64.695943,14.695943,Casing Pressure,616.7169613
OSPREY,599,,0.023,49.73,0,,64.695943,174.695943,64.695943,14.695943,Casing Pressure,603.633944
OSPREY,600,,0.027,60.08,0,,64.695943,154.695943,64.695943,14.695943,Casing Pressure,603.3183916
OSPREY,601,,0.023,51.73,3,,64.695943,144.695943,64.695943,14.695943,Casing Pressure,606.3207311
OSPREY,602,,0.019,61.73,2,,64.695943,144.695943,64.695943,14.695943,Casing Pressure,603.2225431
OSPREY,603,,0.019,55.06,7,,64.695943,144.695943,64.695943,14.695943,Casing Pressure,608.2011791
OSPREY,604,,0.019,51.73,2,,64.695943,144.695943,64.695943,14.695943,Casing Pressure,604.5662506
OSPREY,605,,0.023,48.46,0,,64.695943,144.695943,64.695943,14.695943,Casing Pressure,603.7581329
OSPREY,606,,0.023,65.19,2,,64.695943,214.695943,64.695943,14.695943,Casing Pressure,603.7751744
OSPREY,607,,0.024,53.83,2,,79.695943,234.695943,79.695943,14.695943,Casing Pressure,622.5093604
OSPREY,608,,0.027,55.07,3,,79.695943,234.695943,79.695943,14.695943,Casing Pressure,623.6883834
OSPREY,609,,0.019,53.4,5,,79.695943,194.695943,79.695943,14.695943,Casing Pressure,624.148467
OSPREY,610,,0.019,51.73,7,,79.695943,194.695943,79.695943,14.695943,Casing Pressure,626.1188175
OSPREY,611,,0.024,53.4,7,,79.695943,194.695943,79.695943,14.695943,Casing Pressure,626.824865
OSPREY,612,,0.019,51.8,2,,79.695943,144.695943,79.695943,14.695943,Casing Pressure,621.7605849
OSPREY,613,,0.027,62.7,0,,79.695943,144.695943,79.695943,14.695943,Casing Pressure,620.3368161
OSPREY,614,,0.024,55.07,3,,79.695943,194.695943,79.695943,14.695943,Casing Pressure,623.2366835
OSPREY,615,,0.024,51.73,2,,79.695943,164.695943,79.695943,14.695943,Casing Pressure,622.7816433
OSPREY,616,,0.023,53.82,8,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,627.3286836
OSPREY,617,,0.023,60.07,8,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,626.097833
OSPREY,618,,0.019,36.71,5,,79.695943,234.695943,79.695943,14.695943,Casing Pressure,628.0123381
OSPREY,619,,0.023,56.74,2,,79.695943,234.695943,79.695943,14.695943,Casing Pressure,621.9672773
OSPREY,620,,0.019,55.06,5,,79.695943,234.695943,79.695943,14.695943,Casing Pressure,623.8425401
OSPREY,621,,0.023,33.38,3,,79.695943,234.695943,79.695943,14.695943,Casing Pressure,627.0438619
OSPREY,622,,0.024,73,0,,79.695943,234.695943,79.695943,14.695943,Casing Pressure,618.991117
OSPREY,623,,0.027,61.33,5,,79.695943,234.695943,79.695943,14.695943,Casing Pressure,624.4318102
OSPREY,624,,0.027,41.72,3,,79.695943,234.695943,79.695943,14.695943,Casing Pressure,625.7381681
OSPREY,625,,0.024,55.55,3,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,623.1697492
OSPREY,626,,0.02,54.69,0,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,619.7563036
OSPREY,627,,0.02,46.73,5,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,625.7259765
OSPREY,628,,0.019,61.74,0,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,618.7735231
OSPREY,629,,0.027,48.39,0,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,621.5419756
OSPREY,630,,0.019,51.74,5,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,624.4652883
OSPREY,631,,0.023,46.72,7,,79.695943,184.695943,79.695943,14.695943,Casing Pressure,628.1053111
OSPREY,632,,0.027,50.56,0,,79.695943,184.695943,79.695943,14.695943,Casing Pressure,621.3497861
OSPREY,633,,0.019,48.48,7,,79.695943,184.695943,79.695943,14.695943,Casing Pressure,626.8635916
OSPREY,634,,0.023,61.75,0,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,619.7318948
OSPREY,635,,0.023,44.92,5,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,626.6775553
OSPREY,636,,0.023,71.78,2,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,620.2855931
OSPREY,637,,0.024,40.05,7,,79.695943,164.695943,79.695943,14.695943,Casing Pressure,629.9897338
OSPREY,638,,0.028,53.4,0,,79.695943,164.695943,79.695943,14.695943,Casing Pressure,621.2254024
OSPREY,639,,0.028,53.5,5,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,625.7641449
OSPREY,640,,0.028,50.06,2,,79.695943,154.695943,79.695943,14.695943,Casing Pressure,623.5322194
OSPREY,641,,0.024,48.8,2,,79.695943,174.695943,79.695943,14.695943,Casing Pressure,623.1787903
OSPREY,642,,0.024,50.06,5,,79.695943,194.695943,79.695943,14.695943,Casing Pressure,625.8063113
OSPREY,643,,0.024,51.74,0,,79.695943,194.695943,79.695943,14.695943,Casing Pressure,620.8286942
OSPREY,644,,0.02,53.4,5,,79.695943,194.695943,79.695943,14.695943,Casing Pressure,624.3997674
OSPREY,645,,0.025,45.05,7,,79.695943,194.695943,79.695943,14.695943,Casing Pressure,628.8120428
OSPREY,646,,0.02,54.76,5,,79.695943,194.695943,79.695943,14.695943,Casing Pressure,624.1525067
OSPREY,647,,0.025,50.06,2,,79.695943,194.695943,79.695943,14.695943,Casing Pressure,623.1540585
OSPREY,648,,0.024,48.79,3,,79.695943,154.695943,79.695943,14.695943,Casing Pressure,624.17133
OSPREY,649,,0.02,53.4,2,,79.695943,194.695943,79.695943,14.695943,Casing Pressure,621.7760215
OSPREY,650,,0.02,53.4,7,,79.695943,164.695943,79.695943,14.695943,Casing Pressure,626.0107855
OSPREY,651,,0.02,50.06,2,,79.695943,184.695943,79.695943,14.695943,Casing Pressure,622.2570549
OSPREY,652,,0.02,53.44,3,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,622.6738465
OSPREY,653,,0.02,47.59,2,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,622.6318245
OSPREY,654,,0.025,53.4,3,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,623.6330452
OSPREY,655,,0.024,46.72,5,,74.695943,204.695943,74.695943,14.695943,Casing Pressure,620.7051088
OSPREY,656,,0.024,52.98,0,,74.695943,194.695943,74.695943,14.695943,Casing Pressure,614.9679681
OSPREY,657,,0.028,45.47,3,,74.695943,214.695943,74.695943,14.695943,Casing Pressure,619.4484383
OSPREY,658,,0.028,44.18,10,,74.695943,174.695943,74.695943,14.695943,Casing Pressure,626.2309618
OSPREY,659,,0.028,55.99,2,,79.695943,204.695943,79.695943,14.695943,Casing Pressure,622.8216351
OSPREY,660,,0.028,50.1,0,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,621.5044999
OSPREY,661,,0.024,55.07,2,,79.695943,234.695943,79.695943,14.695943,Casing Pressure,622.3530193
OSPREY,662,,0.024,45.06,0,,79.695943,224.695943,79.695943,14.695943,Casing Pressure,621.4793332
OSPREY,663,,0.024,58.39,8,,79.695943,204.695943,79.695943,14.695943,Casing Pressure,626.6033009
OSPREY,664,,0.025,53.41,5,,79.695943,234.695943,79.695943,14.695943,Casing Pressure,625.3644897
OSPREY,665,,0.029,30.4,3,,79.695943,204.695943,79.695943,14.695943,Casing Pressure,630.7954388
OSPREY,666,,0.031,56.85,2,,79.695943,204.695943,79.695943,14.695943,Casing Pressure,623.0619274
OSPREY,667,,0.026,44.23,0,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,621.8120041
OSPREY,668,,0.025,52.98,5,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,625.4384596
OSPREY,669,,0.026,48.77,0,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,621.3873782
OSPREY,670,,0.026,45.06,5,,79.695943,234.695943,79.695943,14.695943,Casing Pressure,627.0712159
OSPREY,671,,0.026,51.73,5,,79.695943,234.695943,79.695943,14.695943,Casing Pressure,625.8028375
OSPREY,672,,0.026,46.72,0,,79.695943,174.695943,79.695943,14.695943,Casing Pressure,621.5769181
OSPREY,673,,0.021,51.81,8,,74.695943,104.695943,74.695943,14.695943,Casing Pressure,621.6175393
OSPREY,674,,0.031,53.45,3,,74.695943,94.695943,74.695943,14.695943,Casing Pressure,618.5988661
OSPREY,675,,0.028,43.37,7,,79.695943,204.695943,79.695943,14.695943,Casing Pressure,629.5865858
OSPREY,676,,0.028,49.22,3,,79.695943,224.695943,79.695943,14.695943,Casing Pressure,624.628981
OSPREY,677,,0.028,48.53,5,,79.695943,164.695943,79.695943,14.695943,Casing Pressure,626.6298237
OSPREY,678,,0.029,50.47,0,,79.695943,224.695943,79.695943,14.695943,Casing Pressure,621.5791799
OSPREY,679,,0.023,41.72,0,,79.695943,194.695943,79.695943,14.695943,Casing Pressure,621.6861826
OSPREY,680,,0.022,30.4,2,,79.695943,204.695943,79.695943,14.695943,Casing Pressure,626.1736768
OSPREY,681,,0.015,45.9,0,,79.695943,104.695943,79.695943,14.695943,Casing Pressure,619.3316702
OSPREY,682,,0.021,44.22,2,,79.695943,104.695943,79.695943,14.695943,Casing Pressure,623.3666044
OSPREY,683,,0.016,45.05,0,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,619.7862236
OSPREY,684,,0.022,55.95,2,,79.695943,234.695943,79.695943,14.695943,Casing Pressure,621.8717482
OSPREY,685,,0.023,41.84,0,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,621.6733319
OSPREY,686,,0.023,48.39,5,,79.695943,204.695943,79.695943,14.695943,Casing Pressure,625.9622293
OSPREY,687,,0.023,46.73,3,,79.695943,194.695943,79.695943,14.695943,Casing Pressure,624.3506078
OSPREY,688,,0.022,48.8,0,,79.695943,204.695943,79.695943,14.695943,Casing Pressure,620.7821471
OSPREY,689,,0.027,42.55,7,,79.695943,204.695943,79.695943,14.695943,Casing Pressure,629.685069
OSPREY,690,,0.022,44.2,5,,79.695943,204.695943,79.695943,14.695943,Casing Pressure,626.6687491
OSPREY,691,,0.023,45.06,2,,79.695943,214.695943,79.695943,14.695943,Casing Pressure,623.5714427
OSPREY,692,,0.022,55.99,0,,79.695943,204.695943,79.695943,14.695943,Casing Pressure,620.0651403
OSPREY,693,,0.023,43.43,0,,79.695943,184.695943,79.695943,14.695943,Casing Pressure,621.5045302
OSPREY,694,,0.022,46.73,7,,79.695943,194.695943,79.695943,14.695943,Casing Pressure,627.9266743
OSPREY,695,,0.022,45.4,0,,79.695943,174.695943,79.695943,14.695943,Casing Pressure,621.1386164
OSPREY,696,,0.031,56.74,5,,79.695943,174.695943,79.695943,14.695943,Casing Pressure,625.5972602
OSPREY,697,,0.031,55.07,5,,79.695943,174.695943,79.695943,14.695943,Casing Pressure,625.8493875
OSPREY,698,,0.031,56.73,3,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,623.9430628
OSPREY,699,,0.022,52.31,2,,79.695943,154.695943,79.695943,14.695943,Casing Pressure,622.3530346
OSPREY,700,,0.022,52.56,3,,79.695943,164.695943,79.695943,14.695943,Casing Pressure,623.2395843
OSPREY,701,,0.022,32.52,7,,79.695943,164.695943,79.695943,14.695943,Casing Pressure,632.1889158
OSPREY,702,,0.022,36.71,0,,79.695943,144.695943,79.695943,14.695943,Casing Pressure,622.1078495
OSPREY,703,,0.022,58.55,0,,79.695943,144.695943,79.695943,14.695943,Casing Pressure,619.8209811
OSPREY,704,,0.022,37.96,2,,79.695943,144.695943,79.695943,14.695943,Casing Pressure,624.6124886
OSPREY,705,,0.022,44.19,3,,79.695943,144.695943,79.695943,14.695943,Casing Pressure,624.6304879
OSPREY,706,,0.028,40.88,3,,79.695943,144.695943,79.695943,14.695943,Casing Pressure,625.9910539
OSPREY,707,,0.022,50.64,2,,79.695943,174.695943,79.695943,14.695943,Casing Pressure,622.5839516
OSPREY,708,,0.022,46.27,3,,79.695943,164.695943,79.695943,14.695943,Casing Pressure,624.2607524
OSPREY,709,,0.023,53.38,0,,79.695943,124.695943,79.695943,14.695943,Casing Pressure,620.5053194
OSPREY,710,,0.022,28.37,0,,79.695943,154.695943,79.695943,14.695943,Casing Pressure,623.3496322
OSPREY,711,,0.022,43.53,0,,74.695943,164.695943,74.695943,14.695943,Casing Pressure,615.5929847
OSPREY,712,,0.022,45.05,0,,74.695943,164.695943,74.695943,14.695943,Casing Pressure,615.4301863
OSPREY,713,,0.022,34.14,8,,79.695943,174.695943,79.695943,14.695943,Casing Pressure,632.6663237
OSPREY,714,,0.022,38.38,0,,74.695943,144.695943,74.695943,14.695943,Casing Pressure,616.1639021
OSPREY,715,,0.015,48.98,2,,74.695943,94.695943,74.695943,14.695943,Casing Pressure,615.2349995
OSPREY,716,,0.024,41.7,2,,74.695943,94.695943,74.695943,14.695943,Casing Pressure,618.4887975
OSPREY,717,,0.022,41.72,0,,74.695943,94.695943,74.695943,14.695943,Casing Pressure,615.7901465
OSPREY,718,,0.022,36.71,0,,74.695943,94.695943,74.695943,14.695943,Casing Pressure,616.3558929
OSPREY,719,,0.015,58.55,0,,74.695943,104.695943,74.695943,14.695943,Casing Pressure,612.0028001
OSPREY,720,,0.022,41.72,5,,74.695943,104.695943,74.695943,14.695943,Casing Pressure,621.488217
OSPREY,721,,0.015,31.71,2,,79.695943,134.695943,79.695943,14.695943,Casing Pressure,624.5789378
OSPREY,722,,0.015,51.73,2,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,620.5027754
OSPREY,723,,0.022,29.99,2,,74.695943,84.695943,74.695943,14.695943,Casing Pressure,620.5099707
OSPREY,724,,0.022,46.72,0,,79.695943,144.695943,79.695943,14.695943,Casing Pressure,620.998813
OSPREY,725,,0.022,58.41,0,,74.695943,144.695943,74.695943,14.695943,Casing Pressure,614.0965909
OSPREY,726,,0.021,31.71,5,,74.695943,144.695943,74.695943,14.695943,Casing Pressure,624.1654415
OSPREY,727,,0.022,45.18,10,,74.695943,94.695943,74.695943,14.695943,Casing Pressure,625.0885891
OSPREY,728,,0.021,50.11,0,,74.695943,94.695943,74.695943,14.695943,Casing Pressure,614.7145937
OSPREY,729,,0.02,36.28,0,,74.695943,94.695943,74.695943,14.695943,Casing Pressure,616.1098915
OSPREY,730,,0.02,57.55,2,,74.695943,134.695943,74.695943,14.695943,Casing Pressure,615.4786159
OSPREY,731,,0.025,60.22,2,,74.695943,144.695943,74.695943,14.695943,Casing Pressure,616.1655882
OSPREY,732,,0.025,44.23,5,,79.695943,154.695943,79.695943,14.695943,Casing Pressure,627.1175004
OSPREY,733,,0.024,46.71,2,,74.695943,164.695943,74.695943,14.695943,Casing Pressure,617.7259347
OSPREY,734,,0.024,41.72,7,,74.695943,144.695943,74.695943,14.695943,Casing Pressure,623.7690362
OSPREY,735,,0.024,48.36,0,,79.695943,94.695943,79.695943,14.695943,Casing Pressure,621.1528617
OSPREY,736,,0.024,48.39,0,,79.695943,164.695943,79.695943,14.695943,Casing Pressure,621.14994
OSPREY,737,,0.025,50.06,2,,74.695943,94.695943,74.695943,14.695943,Casing Pressure,617.4048442
OSPREY,738,,0.02,36.85,2,,74.695943,94.695943,74.695943,14.695943,Casing Pressure,618.7576072
OSPREY,739,,0.025,49.66,2,,74.695943,144.695943,74.695943,14.695943,Casing Pressure,617.4581367
OSPREY,740,,0.025,40.03,2,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,618.8814958
